Name,Symbol,Price Usd,volume 24h,Volume 30d,Market Cap,Dominance,Year Till Date Price Change Percentage,CMC Rank,Market Pair Count,Circulating Supply,Total Supply,Last Updated
AntGold,ANTG,3.21E-05,8.91064814,287.9513357,0,0,30.399,7465,1,0,2030003,2023-02-18T05:11:00.000Z
Prostarter,PROT,0.004800967,8.87264575,247.9288072,0,0,-19.9592,7466,3,0,75000000,2023-02-18T05:11:00.000Z
ZelaaNFT,NFTZ,1.00E-06,8.83138658,288.1514538,0,0,-98.9242,7467,1,0,100000000,2023-02-18T05:11:00.000Z
Global Gaming,GMNG,3.40E-05,8.77069493,265.530545,0,0,21.9909,7468,1,0,0,2023-02-18T05:11:00.000Z
CryptosTribe,CSTC,4.49E-05,8.75433376,248.2693291,0,0,37.837,7469,3,0,0,2023-02-18T05:11:00.000Z
Epanus,EPS,0.00812826,8.67486092,265.4791641,0,0,48.1562,7470,2,0,15000000,2023-02-18T05:11:00.000Z
Park Star,P-S-T-A-R,3.10E-06,8.66920653,238.0805057,0,0,242.8156,7471,2,0,2000000000,2023-02-18T05:11:00.000Z
Tether Pow,USDW,0.002900793,8.58612383,254.1791402,0,0,-19.6533,7472,3,0,0,2023-02-18T05:11:00.000Z
Dibs Money,DIBS,0.070987142,8.56628533,248.442796,0,0,-46.8952,7473,5,0,0,2023-02-18T05:11:00.000Z
Scaleswap,SCA,0.020207285,8.52281003,258.4202074,0,0,44.7188,7474,7,0,24672315.23,2023-02-18T05:11:00.000Z
Joltify,JOLT,0.071014311,8.52118623,259.2464353,0,0,-16.5262,7475,2,0,348750054,2023-02-18T05:11:00.000Z
Musk Melon,MELON,7.30E-07,8.51630267,232.0582214,0,0,-31.097,7476,4,0,10000000000,2023-02-18T05:11:00.000Z
Beskar,BSK-BAA025,5.12E-06,8.45187707,254.1013614,0,0,48.4052,7477,1,0,21000000000,2023-02-18T05:11:00.000Z
Hybrid Bank Cash,HBC,0.000385078,8.32548523,255.6216391,0,0,2.9937,7478,1,0,0,2023-02-18T05:11:00.000Z
DART Inu,DART,9.40E-10,8.23426863,230.4768451,0,0,24.1009,7479,3,0,4.62074E+13,2023-02-18T05:11:00.000Z
NFTBlackMarket,NBM,3.13E-10,8.21967904,260.8969851,0,0,29.4024,7480,3,0,0,2023-02-18T05:11:00.000Z
NFTStyle,NFTSTYLE,1.75E-10,8.18723939,259.7982788,0,0,39.6149,7481,3,0,1.1E+13,2023-02-18T05:11:00.000Z
Vendit,VNDT,0.002300464,8.10514432,241.7689722,0,0,46.5715,7482,4,0,150000000,2023-02-18T05:11:00.000Z
Metasphere,MTSP,16.11454742,8.05717413,228.2879107,0,0,-5.1793,7483,2,0,0,2023-02-18T05:11:00.000Z
Avaware,AVE,0.001079028,8.03019151,239.0710753,0,0,5.6957,7484,28,0,4000000,2023-02-18T05:11:00.000Z
JetSwap pWings,pWINGS,0.000380744,8.02425549,252.5584259,0,0,202.5707,7485,10,0,9075609,2023-02-18T05:11:00.000Z
Jimizz,JMZ,0.001209254,7.97115596,253.9084052,0,0,0,7486,1,0,8000000000,2023-02-18T05:11:00.000Z
CRB Coin,CRB,1.35E-05,7.91952976,223.7667672,0,0,-28.7683,7487,5,0,200000000,2023-02-18T05:11:00.000Z
MintySwap,MINTYS,0.001000202,7.90462678,252.1846368,0,0,-61.5189,7488,5,0,998887474,2023-02-18T05:11:00.000Z
Agricoin,AGX,0.004600927,7.89758401,228.6671442,0,0,378.3672,7489,5,0,0,2023-02-18T05:11:00.000Z
MyRichFarm,RCH,0.000258297,7.89337664,217.0513385,0,0,-90.087,7490,3,0,0,2023-02-18T05:11:00.000Z
Ducato Finance Token,DUCATO,0.010002016,7.75577921,224.5936978,0,0,0.1511,7491,3,0,49000000,2023-02-18T05:11:00.000Z
Poriverse,RIGY,0.0002808,7.70311699,248.0132655,0,0,69.6044,7492,3,0,0,2023-02-18T05:11:00.000Z
Mafagafo,MAFA,0.00015302,7.69758928,223.7988491,0,0,-96.9659,7493,5,0,1000000000,2023-02-18T05:11:00.000Z
Safe Energy,EnergyX,3.54E-10,7.68878571,228.4557191,0,0,-33.9084,7494,3,0,660.1056918,2023-02-18T05:11:00.000Z
Algomint,GOMINT,0.012166725,7.57714002,236.2918268,0,0,44.718,7495,1,0,1000000000,2023-02-18T05:11:00.000Z
Base Jumper,BJ,0.000228063,7.54651805,206.7510615,0,0,0,7496,1,0,441072450,2023-02-18T05:11:00.000Z
Voltz,VOLTZ,0.003999141,7.53091067,228.5863953,0,0,14.7473,7497,8,0,8.88889E+11,2023-02-18T05:11:00.000Z
Medium,MDM,0.041727225,7.52345717,208.591352,0,0,-50.3094,7498,3,0,1000000000,2023-02-18T05:11:00.000Z
Kodi Coin,KODI,3.98E-06,7.49048725,234.3183638,0,0,23.6936,7499,3,0,1E+11,2023-02-18T05:11:00.000Z
Bancor Governance Token,VBNT,0.460691096,7.45112235,237.7341221,0,0,56.3092,7500,4,0,55505930,2023-02-18T05:11:00.000Z
DAOLand,DLD,0.000357252,7.4473293,226.1906805,0,0,-81.5425,7501,3,0,100000000,2023-02-18T05:11:00.000Z
Pixl Coin,PXLC,0.00035743,7.39406665,203.9062425,0,0,-5.0345,7502,1,0,1000000000,2023-02-18T05:11:00.000Z
Tronipay,TRP,0.000972895,7.36661744,222.1668229,0,0,42.3177,7503,2,0,46311853,2023-02-18T05:11:00.000Z
BitGoo,BTG,1.05E-09,7.35489706,201.3799555,0,0,446.5675,7504,4,0,2E+13,2023-02-18T05:11:00.000Z
CR7DAO,CR7,7.87E-09,7.31248491,223.8058415,0,0,24.7959,7505,1,0,7E+12,2023-02-18T05:11:00.000Z
APPLECHAIN,APPLE,0.000137691,7.27558064,208.2455302,0,0,516.4011,7506,1,0,123456789,2023-02-18T05:11:00.000Z
Corgiswap,CORIS,0.011976725,7.22793946,232.5357745,0,0,58.4123,7507,5,0,0,2023-02-18T05:11:00.000Z
Ixinium,XXA,0.015423284,7.20294248,225.0737723,0,0,-6.9257,7508,5,0,539857392,2023-02-18T05:11:00.000Z
Axia Protocol,AXIA,0.013202661,7.04151695,80.16397194,0,0,-37.1039,7509,9,0,0,2023-02-18T05:11:00.000Z
LimeOdysseyM with ITAM,LOM,0.001447053,7.00083662,221.697917,0,0,-33.7606,7510,2,0,0,2023-02-18T05:11:00.000Z
FiboDex,FIBO,5.51E-09,6.99358419,216.9932522,0,0,-18.5405,7511,4,0,1E+14,2023-02-18T05:11:00.000Z
Metatrone,MET,4.58E-06,6.99203381,223.7010304,0,0,92.7882,7512,3,0,1000000000,2023-02-18T05:11:00.000Z
Rens Token,RENS,3.56E-05,6.97073202,194.5444732,0,0,20.1835,7513,2,0,1000000000,2023-02-18T05:11:00.000Z
DEHR Network,DHR,0.00027356,6.9672517,206.4483408,0,0,-5.4813,7514,2,0,43687500,2023-02-18T05:11:00.000Z
LABS Protocol,LABS,3.34E-05,6.87567284,216.1376179,0,0,-42.4274,7515,1,0,22000000,2023-02-18T05:11:00.000Z
Whale Maker Fund,WMF,0.000289658,6.83863413,2370.609899,0,0,-96.5046,7516,5,0,500000000,2023-02-18T05:11:00.000Z
ProjectMars,MARS,6.91E-07,6.82545316,217.2728533,0,0,92.9795,7517,4,0,0,2023-02-18T05:11:00.000Z
The Monopolist,MONO,7.83E-05,6.78716239,207.2838058,0,0,-1.7465,7518,9,0,0,2023-02-18T05:11:00.000Z
Good Bridging,GB,0.004566663,6.65418518,190.7015124,0,0,56.7358,7519,9,0,14327880,2023-02-18T05:11:00.000Z
Project CareCoin,CARESV2,0.001600385,6.61366642,210.828931,0,0,-36.2521,7520,1,0,21000000,2023-02-18T05:11:00.000Z
Immortl,IMRTL,2.30E-05,6.60762285,208.7520125,0,0,36.9582,7521,7,0,9674999763,2023-02-18T05:11:00.000Z
KRAKENPAD,KRP,0.009212249,6.5689004,196.7551371,0,0,25.0234,7522,4,0,5000000,2023-02-18T05:11:00.000Z
Genesys Token,GSYS,0.021856693,6.46856921,174.6628897,0,0,-44.4557,7523,4,0,0,2023-02-18T05:11:00.000Z
Steak Token,STEAK,0.008639719,6.45594028,208.9641618,0,0,85.4082,7524,3,0,0,2023-02-18T05:11:00.000Z
Green Blue Coin,GBC,0.308745367,6.44003417,192.7680245,0,0,32.2989,7525,3,0,2000000,2023-02-18T05:11:00.000Z
Solareum Wallet,XSB,7.41E-05,6.4066441,183.0935925,0,0,-92.2829,7526,1,0,975000000,2023-02-18T05:11:00.000Z
Dune Network,DUN,0.003694664,6.38229529,188.4279201,0,0,48.1562,7527,3,0,457170178.1,2023-02-18T05:11:00.000Z
SOLCash,SOLCASH,0.000195969,6.31388151,190.9083576,0,0,9.292,7528,1,0,1000000000,2023-02-18T05:11:00.000Z
DeFi11 (Acquired by VulcanForged),D11,0.001099942,6.29281686,203.3882632,0,0,273.311,7529,6,0,275000000,2023-02-18T05:11:00.000Z
Source Token,SRCX,0.00693364,6.26538118,172.4370863,0,0,1.8644,7530,7,0,294869873.9,2023-02-18T05:11:00.000Z
STEED,STD,9.00E-11,6.25795771,201.0023438,0,0,83.7671,7531,4,0,1E+15,2023-02-18T05:11:00.000Z
MOTHEREARTH,MOT,3.39E-06,6.20975608,202.5708787,0,0,36.8778,7532,1,0,1000000000,2023-02-18T05:11:00.000Z
ERON,ERON,7.05E-06,6.19546308,205.9883889,0,0,81.3263,7533,6,0,9.99737E+11,2023-02-18T05:11:00.000Z
RIFI United,RU,0.000449947,6.06098134,187.6611338,0,0,-13.0814,7534,3,0,1000000000,2023-02-18T05:11:00.000Z
Face Meta 2.0,FACEMETA,4.14E-12,6.05651456,164.8195834,0,0,-67.4311,7535,1,0,1E+15,2023-02-18T05:11:00.000Z
Atlantis,ATLAS,0.073865042,5.92703775,164.4828113,0,0,3.2489,7536,3,0,0,2023-02-18T05:11:00.000Z
CZodiac Farming Token,CZF,1.46E-09,5.92158217,184.4864828,0,0,-0.9185,7537,23,0,4.48522E+11,2023-02-18T05:11:00.000Z
Spookeletons Token,SPKL,1.66E-06,5.89521196,191.2174805,0,0,46.7281,7538,1,0,1000000000,2023-02-18T05:11:00.000Z
DogemonGo,DOGO,4.57E-06,5.82915336,190.3982102,0,0,-26.3715,7539,7,0,1E+11,2023-02-18T05:11:00.000Z
Dark Land Survival,BIG,0.00073843,5.73754763,180.476522,0,0,-20.6337,7540,1,0,400000000,2023-02-18T05:11:00.000Z
Boulpik Token,BOULPIK,1.60E-06,5.72187509,158.0855845,0,0,-23.6217,7541,1,0,1E+11,2023-02-18T05:11:00.000Z
Tokyo AU,TOKAU,1.34E-09,5.65721758,166.421509,0,0,17.0309,7542,24,0,8.69224E+14,2023-02-18T05:11:00.000Z
RANBASED,RANB,3.30E-05,5.64352089,373.3649132,0,0,0,7543,1,0,50000000,2023-02-18T05:11:00.000Z
DeVault,DVT,0.000172418,5.62928892,158.8204248,0,0,29.6367,7544,1,0,570952278.4,2023-02-18T05:11:00.000Z
Zeppelin DAO,ZEP,1.72E-09,5.61513555,162.4530111,0,0,13.8964,7545,6,0,0,2023-02-18T05:11:00.000Z
Funder One Capital,FUNDX,305.5662707,5.59214533,179.6316781,0,0,41.5094,7546,1,0,0,2023-02-18T05:11:00.000Z
Kalkicoin,KLC,0.002000533,5.54219792,178.1311253,0,0,-18.9444,7547,2,0,0,2023-02-18T05:11:00.000Z
Tundra Token,TUNDRA,0.068215433,5.42527542,147.8064557,0,0,38.6761,7548,5,0,243.59,2023-02-18T05:11:00.000Z
Rikkei Finance,RIFI,0.006022388,5.41379922,164.9551286,0,0,11.8021,7549,5,0,500000000,2023-02-18T05:11:00.000Z
Minereum BSC,MNEB,0.00289375,5.29122209,149.9529373,0,0,12.9144,7550,6,0,0,2023-02-18T05:11:00.000Z
Euphoria,EUPH,3.94E-06,5.24083195,163.4249352,0,0,-30.3208,7551,3,0,36000000000,2023-02-18T05:11:00.000Z
Baby Shark Tank,BASHTANK,1.81E-10,5.19771829,143.1089841,0,0,29.1406,7552,1,0,1E+15,2023-02-18T05:11:00.000Z
Agave,AGVE,28.42929142,5.05702962,165.6964264,0,0,16.5244,7553,21,0,100000,2023-02-18T05:11:00.000Z
Camp,CAMP,4.00E-06,5.00107769,148.3884619,0,0,-59.9796,7554,5,0,0,2023-02-18T05:11:00.000Z
Jax.Network,WJXN,0.161363813,4.99790799,159.9386247,0,0,54.1862,7555,5,0,40002164,2023-02-18T05:11:00.000Z
FaniTrade,FANI,9.57E-06,4.96926599,141.7673519,0,0,-63.3692,7556,1,0,0,2023-02-18T05:11:00.000Z
1Million Token,1MT,0.591146216,4.92689153,158.3870375,0,0,48.1562,7557,3,0,995699.2258,2023-02-18T05:11:00.000Z
KingDeFi,KRW,1.18E-06,4.90235684,132.5236616,0,0,-70.7141,7558,161,0,0,2023-02-18T05:11:00.000Z
Wrapped SOL,XSOL,23.87462706,4.88986294,133.4031814,0,0,134.8364,7559,2,0,10000000000,2023-02-18T05:11:00.000Z
Spartacus,SPA,19.09607201,4.88944189,153.18443,0,0,-7.6022,7560,12,0,37000,2023-02-18T05:11:00.000Z
ZOOM Protocol,$ZOOM,5.15E-08,4.68808883,126.7652513,0,0,0,7561,3,0,0,2023-02-18T05:11:00.000Z
AquaGoat.Finance,AQUAGOAT,3.97E-10,4.67009264,135.8107158,0,0,115.6556,7562,8,0,5.5E+14,2023-02-18T05:11:00.000Z
Power Cash,PRCH,2.86E-08,4.6010128,143.5016793,0,0,220.0377,7563,11,0,0,2023-02-18T05:11:00.000Z
Lucky Roo,ROO,7.37E-08,4.5985601,141.0687915,0,0,-6.9714,7564,1,0,1E+13,2023-02-18T05:11:00.000Z
SpaceRobotDao,SRD,0.000587143,4.58408333,133.8678341,0,0,25.6431,7565,1,0,44330000,2023-02-18T05:11:00.000Z
RUSH,RUC,0.007364697,4.54998394,140.872541,0,0,47.7116,7566,1,0,0,2023-02-18T05:11:00.000Z
Synex Coin,MINECRAFT,0.00054502,4.4982925,139.2021567,0,0,-6.0811,7567,1,0,100001000,2023-02-18T05:11:00.000Z
Crypviser,CVNX,0.003940975,4.24404879,126.6604957,0,0,16.6862,7568,3,0,31000000,2023-02-18T05:11:00.000Z
Symmetric,SYMM,0.54901271,4.23219133,123.8430013,0,0,31.2091,7569,9,0,190000,2023-02-18T05:11:00.000Z
Kintaman,KINTA,2.64E-05,4.22148124,139.2891451,0,0,33.8823,7570,6,0,100000000,2023-02-18T05:11:00.000Z
Documentchain,DMS,0.005098428,4.18851396,137.4877102,0,0,17.9503,7571,4,0,21000000,2023-02-18T05:11:00.000Z
BabyEthereum,BBETH,6.20E-08,4.18293767,113.0703857,0,0,-25.2879,7572,4,0,1E+12,2023-02-18T05:11:00.000Z
The Universal Settlement Coin,TUSC,4.93E-06,4.14179136,115.1290927,0,0,196.3125,7573,3,0,0,2023-02-18T05:11:00.000Z
LogiTron,LTR,0.000402081,4.13183069,118.2472625,0,0,-48.0355,7574,2,0,30000000000,2023-02-18T05:11:00.000Z
UMetaWorld,UMW,0.016141081,4.11643889,120.8439581,0,0,-14.4786,7575,2,0,83527771.83,2023-02-18T05:11:00.000Z
FarmHero,HONOR,0.000136564,4.09341802,124.1707146,0,0,0.5714,7576,7,0,0,2023-02-18T05:11:00.000Z
RealLink,REAL,0.014688997,4.04741231,126.0554067,0,0,-18.3693,7577,5,0,552148975,2023-02-18T05:11:00.000Z
Alien Shiba Inu,ASHIB,5.89E-05,4.01819027,121.3667541,0,0,-38.8369,7578,3,0,100000000,2023-02-18T05:11:00.000Z
Articoin solana,ATC,9.82E-05,3.92107783,121.7517019,0,0,-0.1753,7579,1,0,100000000,2023-02-18T05:11:00.000Z
LovePot Token,LOVE,0.000423555,3.88508192,127.5194671,0,0,7.4757,7580,10,0,101015409,2023-02-18T05:11:00.000Z
SeatlabNFT,SEAT,0.01523939,3.81009866,114.939142,0,0,49.3178,7581,2,0,15640000,2023-02-18T05:11:00.000Z
Demeter Chain,DMTC,0.002216798,3.79038696,121.5200006,0,0,48.1562,7582,1,0,1000000000,2023-02-18T05:11:00.000Z
Snapy,SPY,0.00017094,3.78934248,105.4033403,0,0,32.6131,7583,1,0,100000000,2023-02-18T05:11:00.000Z
New Year Token,NYT,0.0003751,3.74837069,118.9798767,0,0,-25.553,7584,4,0,392104501,2023-02-18T05:11:00.000Z
Dionpay,DION,1.07E-05,3.71329754,115.4417341,0,0,-54.2502,7585,1,0,1.17E+11,2023-02-18T05:11:00.000Z
Dogeon,DON,0.000305214,3.70890882,117.8756634,0,0,45.0206,7586,2,0,0,2023-02-18T05:11:00.000Z
panKUKU,KUKU,1.70E-06,3.65780393,120.4243274,0,0,-73.1563,7587,7,0,8.8969E+11,2023-02-18T05:11:00.000Z
MoonEdge,MOONED,0.003303964,3.64120219,101.0691141,0,0,1.6706,7588,8,0,0,2023-02-18T05:11:00.000Z
Rise of Defenders,RDR,0.000696375,3.62535105,109.0805216,0,0,-9.3689,7589,11,0,500000000,2023-02-18T05:11:00.000Z
MjackSwap,MJACK,1.29E-07,3.60186242,106.6470811,0,0,3.2521,7590,3,0,1E+12,2023-02-18T05:11:00.000Z
Polychain Monsters Land Genesis Token,PMLG,0.000196926,3.59609411,118.0461099,0,0,-19.8231,7591,5,0,0,2023-02-18T05:11:00.000Z
Sucrecoin,XSR,0.000147787,3.5760767,114.8281786,0,0,48.1562,7592,2,0,0,2023-02-18T05:11:00.000Z
Sunny Side up,SSU,0.000225906,3.56468426,101.4844199,0,0,107.7778,7593,1,0,0,2023-02-18T05:11:00.000Z
The Hustle App,HUSL,0.000246311,3.51853958,115.6068349,0,0,48.1562,7594,1,0,1000000000,2023-02-18T05:11:00.000Z
Reflex,RFX,0.000206486,3.44811006,109.9253565,0,0,-6.9636,7595,3,0,1000000000,2023-02-18T05:11:00.000Z
Cronospad,CPAD,0.000257774,3.43680028,111.1247953,0,0,-26.1879,7596,2,0,1000000000,2023-02-18T05:11:00.000Z
RewardTax,REWARD,7.91E-05,3.43448199,108.3214135,0,0,0,7597,1,0,100000000,2023-02-18T05:11:00.000Z
QAtar,QATAR,4.45E-07,3.419551,99.55016032,0,0,-48.4926,7598,3,0,2.02211E+11,2023-02-18T05:11:00.000Z
Domain,DMN,3.00E-05,3.39630187,95.0315581,0,0,-49.9745,7599,3,0,100000000,2023-02-18T05:11:00.000Z
LocalTrade,LTT,0.025447761,3.38949301,100.3597386,0,0,-22.3147,7600,2,0,100000000,2023-02-18T05:11:00.000Z
Pocoland,POCO,0.000662417,3.36053674,92.85177132,0,0,-60.8513,7601,7,0,180000000,2023-02-18T05:11:00.000Z
Yieldzilla,YDZ,0.000986572,3.34191151,91.2097851,0,0,-60.5658,7602,1,0,325000,2023-02-18T05:11:00.000Z
Lucky Unicorn Token,L99,3.77E-05,3.34006228,104.6066582,0,0,102.9705,7603,4,0,0,2023-02-18T05:11:00.000Z
NEWTOWNGAMING,NTG,6.07E-05,3.32498986,102.01106,0,0,25.8714,7604,2,0,100,2023-02-18T05:11:00.000Z
RXCGames,RXCG,0.000180036,3.31526233,105.9677246,0,0,0.051,7605,2,0,100000000,2023-02-18T05:11:00.000Z
Bamboo Coin,BMBO,1.11E-06,3.28804355,103.6338347,0,0,1.6896,7606,1,0,0,2023-02-18T05:11:00.000Z
Genebank Token,GNBT,0.004000806,3.28431286,93.02859578,0,0,-77.3896,7607,3,0,10000000000,2023-02-18T05:11:00.000Z
FTM PUP Token,FPUP,0.211938925,3.26230934,100.9016367,0,0,21.7092,7608,5,0,0,2023-02-18T05:11:00.000Z
Mythic Ore,MORE,0.001587718,3.25858784,96.49196643,0,0,0,7609,1,0,100000000,2023-02-18T05:11:00.000Z
Digex,DIGEX,2.49E-05,3.24478618,96.03543158,0,0,48.1562,7610,5,0,21000000000,2023-02-18T05:11:00.000Z
YSL,YSL,1.16E-12,3.20168789,99.68179068,0,0,-14.5005,7611,5,0,0,2023-02-18T05:11:00.000Z
SHD CASH,SHDC,1.72E-05,3.19840004,97.61755136,0,0,-70.7051,7612,5,0,0,2023-02-18T05:11:00.000Z
MetaNFT,MNFT,0.000270054,3.18617071,99.89436266,0,0,-20.3134,7613,3,0,100000000,2023-02-18T05:11:00.000Z
CryptoGuards,CGAR,8.25E-07,3.15640707,86.72642255,0,0,12.9858,7614,9,0,100000000,2023-02-18T05:11:00.000Z
Safe Universe,SFU,1.68E-13,3.14826229,97.71009974,0,0,-89.4494,7615,1,0,1.00E+17,2023-02-18T05:11:00.000Z
BuffedShiba,BSHIB,1.03E-09,3.13989479,90.43028277,0,0,28.0803,7616,5,0,1E+14,2023-02-18T05:11:00.000Z
Viral Inu,VINU,5.75E-07,3.09864871,96.5257316,0,0,123.2514,7617,1,0,0,2023-02-18T05:11:00.000Z
PartyFi,PFI,0.003693623,3.08521776,92.78375929,0,0,66.3794,7618,2,0,200000000,2023-02-18T05:11:00.000Z
Catoshi DAO,CZATS,0.03180577,3.0694546,91.40531277,0,0,45.6074,7619,6,0,0,2023-02-18T05:11:00.000Z
WalletNow,WNOW,0.01338214,3.05116622,96.81478752,0,0,19.6011,7620,6,0,0,2023-02-18T05:11:00.000Z
Tanks For Playing,TANKS,0.000793317,3.03091588,94.36137933,0,0,4.4016,7621,8,0,1000000000,2023-02-18T05:11:00.000Z
Coffin Finance,COFFIN,0.001704611,3.02787101,85.16530643,0,0,87.697,7622,4,0,2994613,2023-02-18T05:11:00.000Z
PolyDragon,DGOLD,6.97E-06,3.01223269,82.09753392,0,0,19.4047,7623,2,0,0,2023-02-18T05:11:00.000Z
MetaMatic,META,9.00E-10,3.00066762,95.57945948,0,0,80.0918,7624,2,0,1E+12,2023-02-18T05:11:00.000Z
SKINCHAIN,SKC,1.00E-05,3.00064661,82.58635706,0,0,0.051,7625,1,0,3000000000,2023-02-18T05:11:00.000Z
Nirvana prANA,PRANA,0.006515887,2.9520658,97.20202883,0,0,-26.9502,7626,2,0,349356,2023-02-18T05:11:00.000Z
Santa Coin,SANTA,1.28E-09,2.94297831,93.97666555,0,0,-7.7987,7627,4,0,1E+15,2023-02-18T05:11:00.000Z
Meta Course,COURSE,4.89E-11,2.91432249,81.33994977,0,0,23.8687,7628,2,0,1.00E+16,2023-02-18T05:11:00.000Z
Vanguard Real Estate Tokenized Stock Defichain,DVNQ,64.04126038,2.88748003,88.18035105,0,0,31.1941,7629,1,0,0,2023-02-18T05:11:00.000Z
CryptoVsZombie,CVZ,0.000926383,2.77034221,83.48527777,0,0,18.1149,7630,7,0,1000000000,2023-02-18T05:11:00.000Z
xShare,XSHARE,1.22E-05,2.72941436,85.28901092,0,0,-97.0248,7631,4,0,9208211,2023-02-18T05:11:00.000Z
Medano,MDO,0.000907626,2.6950877,80.95840952,0,0,14.9889,7632,1,0,100000000,2023-02-18T05:11:00.000Z
KAWAII,KAWAII,4.61E-12,2.68661618,79.6156614,0,0,-57.9241,7633,1,0,1E+15,2023-02-18T05:11:00.000Z
Upper Dollar,USDU,0.001500302,2.65768244,73.83580945,0,0,-87.4936,7634,5,0,0,2023-02-18T05:11:00.000Z
CZbusd,CZBUSD,0.058347335,2.62026797,81.83390034,0,0,0.9443,7635,1,0,272765,2023-02-18T05:11:00.000Z
bePAY Finance,BECOIN,0.003984778,2.60307462,82.98791982,0,0,13.7305,7636,3,0,13000000,2023-02-18T05:11:00.000Z
Gbrick,GBX,0.000246311,2.56222994,74.38569079,0,0,48.1562,7637,1,0,1000000000,2023-02-18T05:11:00.000Z
Fino DAO,FINO,2.83E-05,2.54260929,69.19679112,0,0,25.735,7638,2,0,5220879739,2023-02-18T05:11:00.000Z
Barter,BRTR,0.001300262,2.53835945,72.08093916,0,0,-27.5243,7639,5,0,17500000,2023-02-18T05:11:00.000Z
LinkSync,SYNC,1.04E-10,2.48058868,75.86373184,0,0,42.8887,7640,3,0,0,2023-02-18T05:11:00.000Z
Wenlambo,WLBO,0.004360217,2.46290941,67.50085216,0,0,3.9702,7641,4,0,100000000,2023-02-18T05:11:00.000Z
RingFi,RING,4.65E-06,2.42001484,73.5978243,0,0,-69.1195,7642,1,0,349852,2023-02-18T05:11:00.000Z
Euphoria,WAGMI,0.035287053,2.39719288,68.57132849,0,0,22.9149,7643,10,0,40057,2023-02-18T05:11:00.000Z
Chip,CHIP,2.74E-16,2.39305122,71.72481991,0,0,877.341,7644,4,0,0,2023-02-18T05:11:00.000Z
Z7DAO,Z7,0.02142681,2.35738594,73.08364634,0,0,8.6982,7645,2,0,1000000000,2023-02-18T05:11:00.000Z
BITCOIN INTERNATIONAL,BTCI,0.028893823,2.33739666,76.36753519,0,0,82.9171,7646,4,0,98421978,2023-02-18T05:11:00.000Z
Military Finance,MIL,3.65E-07,2.32944522,63.61975518,0,0,19.4618,7647,3,0,0,2023-02-18T05:11:00.000Z
Upper Euro,EURU,0.031996448,2.32916983,66.42405298,0,0,107.8332,7648,5,0,0,2023-02-18T05:11:00.000Z
Shibana,BANA,6.97E-08,2.22585682,67.43147605,0,0,-10.115,7649,1,0,0,2023-02-18T05:11:00.000Z
NFT11,NFT11,0.07367802,2.20895676,69.07286009,0,0,-51.6816,7650,3,0,125000000,2023-02-18T05:11:00.000Z
Joe-Yo Coin,JYC,7.10E-12,2.20645634,65.55186792,0,0,4.3942,7651,2,0,2.98E+17,2023-02-18T05:11:00.000Z
PlayPoseidon NFT,PPP,0.000694334,2.17502335,65.57956959,0,0,58.1906,7652,2,0,97681740,2023-02-18T05:11:00.000Z
Regular Presale,REGU,0.001072545,2.1614265,68.18084148,0,0,19.1192,7653,2,0,100000000,2023-02-18T05:11:00.000Z
Leonidas Token,LEONIDAS,2.19E-06,2.14934951,67.15709171,0,0,-54.9582,7654,2,0,1000000000,2023-02-18T05:11:00.000Z
Profile Utility Token,PUT,0.000178445,2.09925482,57.3306024,0,0,41.5094,7655,1,0,100000000,2023-02-18T05:11:00.000Z
Solar Energy,SEG,3.18E-05,2.05618846,65.44525233,0,0,50.8111,7656,2,0,1000000000,2023-02-18T05:11:00.000Z
PegasusDollar,PES,0.527262341,2.04487046,57.41932765,0,0,107.2869,7657,9,0,24812,2023-02-18T05:11:00.000Z
SAFESUN,SAFESUN,1.40E-07,2.02585954,59.15302034,0,0,0.051,7658,5,0,3.941E+11,2023-02-18T05:11:00.000Z
Anito Legends,GINTO,0.020043012,2.00463158,63.2495102,0,0,0,7659,1,0,3684730,2023-02-18T05:11:00.000Z
Surge Inu,SURGE,5.36E-09,1.98632794,62.75676399,0,0,26.301,7660,2,0,9.99E+14,2023-02-18T05:11:00.000Z
Utopia (Utility Token),UTO,0.000540461,1.9711584,62.39137306,0,0,-50.35,7661,1,0,30000000,2023-02-18T05:11:00.000Z
Zoo Token,ZOOT,4.86E-12,1.9689395,61.95601116,0,0,14.6988,7662,8,0,5.07E+16,2023-02-18T05:11:00.000Z
SOLBERRY,SOLBERRY,1.22E-05,1.9301284,58.24222858,0,0,-43.342,7663,1,0,100000000,2023-02-18T05:11:00.000Z
Monopoly Millionaire Game,MMG,0.001750563,1.92559525,54.33826757,0,0,0.051,7664,4,0,1000000000,2023-02-18T05:11:00.000Z
HorizonDollar,HZD,2.00E-07,1.89641454,52.40360976,0,0,100.102,7665,4,0,5000000000,2023-02-18T05:11:00.000Z
Chihuahua,HUA,1.06E-09,1.89214777,52.34792843,0,0,38.236,7666,1,0,8.39013E+13,2023-02-18T05:11:00.000Z
Game of Dragons,GOD,0.002062819,1.87366264,52.88877569,0,0,-5.9062,7667,3,0,100000000,2023-02-18T05:11:00.000Z
Solar Bear,SOLBEAR,1.43E-07,1.86027033,56.08529292,0,0,79.939,7668,1,0,10000000000,2023-02-18T05:11:00.000Z
FIFADOGE,FDOGE,3.63E-08,1.84700066,58.32082888,0,0,327.5524,7669,1,0,5E+11,2023-02-18T05:11:00.000Z
